20170101170000,object2,58,114,200,98,Green
20170101170001,object2,33,139,200,92,Green
20170101170002,object2,57,128,200,93,Green
20170101170003,object2,54,112,200,96,Green
20170101170004,object2,33,130,200,99,Green
20170101170005,object2,58,106,200,91,Green
20170101170006,object2,26,108,200,92,Green
20170101170007,object2,57,112,200,97,Green
20170101170008,object2,55,124,200,88,Green
20170101170009,object2,52,140,200,93,Green
20170101170010,object2,49,133,200,94,Green
20170101170011,object2,57,104,200,97,Green
20170101170012,object2,56,145,200,88,Green
20170101170013,object2,58,132,200,88,Green
20170101170014,object2,43,114,200,81,Green
20170101170015,object2,52,111,200,86,Green
20170101170016,object2,39,129,200,81,Green
20170101170017,object2,25,132,200,83,Green
20170101170018,object2,52,101,200,91,Green
20170101170019,object2,26,103,200,94,Green
20170101170020,object2,35,148,200,97,Green
20170101170021,object2,44,124,200,80,Green
20170101170022,object2,58,134,200,88,Green
20170101170023,object2,32,135,200,94,Green
20170101170024,object2,37,140,200,85,Green
20170101170025,object2,60,133,200,91,Green
20170101170026,object2,41,126,200,96,Green
20170101170027,object2,56,130,200,82,Green
20170101170028,object2,54,136,200,93,Green
20170101170029,object2,36,125,200,91,Green
20170101170030,object2,32,105,200,96,Green
20170101170031,object2,40,118,200,85,Green
20170101170032,object2,30,127,200,97,Green
20170101170033,object2,25,141,200,83,Green
20170101170034,object2,40,115,200,84,Green
20170101170035,object2,26,110,200,85,Green
20170101170036,object2,34,148,200,80,Green
20170101170037,object2,36,138,200,95,Green
20170101170038,object2,58,120,200,87,Green
20170101170039,object2,50,142,200,87,Green
20170101170040,object2,54,137,200,90,Green
20170101170041,object2,56,106,200,94,Green
20170101170042,object2,27,116,200,82,Green
20170101170043,object2,26,103,200,80,Green
20170101170044,object2,41,144,200,99,Green
20170101170045,object2,42,142,200,88,Green
20170101170046,object2,53,146,200,99,Green
20170101170047,object2,30,120,200,85,Green
20170101170048,object2,35,116,200,83,Green
20170101170049,object2,32,121,200,94,Green
20170101170050,object2,26,147,200,100,Green
20170101170051,object2,44,103,200,99,Green
20170101170052,object2,50,148,200,89,Green
20170101170053,object2,25,119,200,87,Green
20170101170054,object2,31,140,200,94,Green
20170101170055,object2,29,104,200,80,Green
20170101170056,object2,35,124,200,91,Green
20170101170057,object2,41,144,200,86,Green
20170101170058,object2,57,142,200,96,Green
20170101170059,object2,31,102,200,89,Green
20170101170100,object2,33,106,200,80,Green
20170101170101,object2,40,111,200,94,Green
20170101170102,object2,56,110,200,80,Green
20170101170103,object2,47,102,200,98,Green
20170101170104,object2,44,120,200,80,Green
20170101170105,object2,32,110,200,91,Green
20170101170106,object2,53,112,200,100,Green
20170101170107,object2,48,144,200,96,Green
20170101170108,object2,49,135,200,96,Green
20170101170109,object2,42,129,200,96,Green
20170101170110,object2,42,102,200,94,Green
20170101170111,object2,45,149,200,88,Green
20170101170112,object2,45,132,200,85,Green
20170101170113,object2,58,112,200,83,Green
20170101170114,object2,25,130,200,94,Green
20170101170115,object2,49,111,200,85,Green
20170101170116,object2,35,113,200,100,Green
20170101170117,object2,32,147,200,95,Green
20170101170118,object2,43,129,200,82,Green
20170101170119,object2,25,123,200,80,Green
20170101170120,object2,39,103,200,94,Green
20170101170121,object2,27,120,200,84,Green
20170101170122,object2,41,139,200,93,Green
20170101170123,object2,52,143,200,93,Green
20170101170124,object2,44,131,200,94,Green
20170101170125,object2,47,116,200,88,Green
20170101170126,object2,44,126,200,80,Green
20170101170127,object2,36,121,200,93,Green
20170101170128,object2,44,141,200,83,Green
20170101170129,object2,40,149,200,95,Green
20170101170130,object2,42,105,200,94,Green
20170101170131,object2,48,140,200,99,Green
20170101170132,object2,38,111,200,100,Green
20170101170133,object2,26,129,200,82,Green
20170101170134,object2,37,145,200,98,Green
20170101170135,object2,56,103,200,99,Green
20170101170136,object2,47,109,200,97,Green
20170101170137,object2,52,131,200,84,Green
20170101170138,object2,25,147,200,85,Green
20170101170139,object2,59,110,200,97,Green
20170101170140,object2,60,107,200,80,Green
20170101170141,object2,53,101,200,86,Green
20170101170142,object2,42,145,200,96,Green
20170101170143,object2,42,111,200,85,Green
20170101170144,object2,35,134,200,94,Green
20170101170145,object2,48,134,200,100,Green
20170101170146,object2,42,111,200,82,Green
20170101170147,object2,31,143,200,98,Green
20170101170148,object2,49,107,200,87,Green
20170101170149,object2,39,110,200,92,Green
20170101170150,object2,41,103,200,83,Green
20170101170151,object2,26,114,200,86,Green
20170101170152,object2,28,107,200,81,Green
20170101170153,object2,30,121,200,91,Green
20170101170154,object2,34,143,200,95,Green
20170101170155,object2,34,127,200,85,Green
20170101170156,object2,56,125,200,84,Green
20170101170157,object2,25,145,200,100,Green
20170101170158,object2,37,147,200,92,Green
20170101170159,object2,40,138,200,93,Green
20170101170200,object2,32,132,200,94,Green
20170101170201,object2,46,118,200,80,Green
20170101170202,object2,46,120,200,81,Green
20170101170203,object2,60,144,200,82,Green
20170101170204,object2,48,139,200,89,Green
20170101170205,object2,38,110,200,81,Green
20170101170206,object2,37,123,200,95,Green
20170101170207,object2,45,110,200,82,Green
20170101170208,object2,43,119,200,95,Green
20170101170209,object2,32,138,200,93,Green
20170101170210,object2,59,131,200,95,Green
20170101170211,object2,53,121,200,95,Green
20170101170212,object2,43,148,200,80,Green
20170101170213,object2,53,130,200,95,Green
20170101170214,object2,53,132,200,87,Green
20170101170215,object2,34,129,200,96,Green
20170101170216,object2,34,148,200,97,Green
20170101170217,object2,44,118,200,82,Green
20170101170218,object2,43,135,200,87,Green
20170101170219,object2,48,122,200,95,Green
20170101170220,object2,39,148,200,80,Green
20170101170221,object2,48,131,200,94,Green
20170101170222,object2,26,146,200,85,Green
20170101170223,object2,31,117,200,95,Green
20170101170224,object2,31,109,200,90,Green
20170101170225,object2,42,142,200,89,Green
20170101170226,object2,51,100,200,98,Green
20170101170227,object2,30,112,200,95,Green
20170101170228,object2,41,135,200,80,Green
20170101170229,object2,58,139,200,95,Green
20170101170230,object2,32,124,200,96,Green
20170101170231,object2,52,101,200,84,Green
20170101170232,object2,31,104,200,86,Green
20170101170233,object2,41,100,200,81,Green
20170101170234,object2,30,111,200,94,Green
20170101170235,object2,37,111,200,96,Green
20170101170236,object2,54,145,200,94,Green
20170101170237,object2,39,102,200,93,Green
20170101170238,object2,43,139,200,95,Green
20170101170239,object2,47,126,200,91,Green
20170101170240,object2,48,143,200,81,Green
20170101170241,object2,59,101,200,84,Green
20170101170242,object2,31,105,200,95,Green
20170101170243,object2,46,134,200,93,Green
20170101170244,object2,42,103,200,91,Green
20170101170245,object2,57,102,200,89,Green
20170101170246,object2,38,132,200,91,Green
20170101170247,object2,56,108,200,86,Green
20170101170248,object2,35,117,200,99,Green
20170101170249,object2,55,134,200,96,Green
20170101170250,object2,31,121,200,99,Green
20170101170251,object2,46,148,200,89,Green
20170101170252,object2,41,131,200,99,Green
20170101170253,object2,29,136,200,80,Green
20170101170254,object2,36,114,200,91,Green
20170101170255,object2,42,144,200,100,Green
20170101170256,object2,47,129,200,86,Green
20170101170257,object2,53,100,200,94,Green
20170101170258,object2,28,109,200,91,Green
20170101170259,object2,44,115,200,86,Green
20170101170300,object2,33,115,200,81,Green
20170101170301,object2,60,101,200,97,Green
20170101170302,object2,39,139,200,93,Green
20170101170303,object2,59,137,200,90,Green
20170101170304,object2,27,148,200,93,Green
20170101170305,object2,53,113,200,85,Green
20170101170306,object2,54,131,200,95,Green
20170101170307,object2,26,108,200,83,Green
20170101170308,object2,42,122,200,89,Green
20170101170309,object2,47,136,200,91,Green
20170101170310,object2,32,105,200,99,Green
20170101170311,object2,31,138,200,81,Green
20170101170312,object2,33,105,200,80,Green
20170101170313,object2,31,130,200,92,Green
20170101170314,object2,33,104,200,82,Green
20170101170315,object2,45,145,200,92,Green
20170101170316,object2,59,100,200,96,Green
20170101170317,object2,43,124,200,82,Green
20170101170318,object2,46,101,200,99,Green
20170101170319,object2,59,101,200,96,Green
20170101170320,object2,55,101,200,94,Green
20170101170321,object2,30,103,200,97,Green
20170101170322,object2,45,111,200,95,Green
20170101170323,object2,48,100,200,89,Green
20170101170324,object2,59,113,200,83,Green
20170101170325,object2,52,139,200,88,Green
20170101170326,object2,57,139,200,89,Green
20170101170327,object2,53,122,200,98,Green
20170101170328,object2,37,148,200,98,Green
20170101170329,object2,34,106,200,100,Green
20170101170330,object2,34,116,200,92,Green
20170101170331,object2,35,147,200,98,Green
